market,language,keyword,english,concept,volume,recent,cpc,kd,intent,variant_of
pl-pl,pl,ai for lawyers,en,legal,30,30,2.79,,comm,
pl-pl,pl,chat with pdf,en,rag-docs,30,10,0,45,info,
pl-pl,pl,local rag,en,rag-docs,20,20,0,53,info,
pl-pl,pl,ai research assistant,en,research,10,10,1.69,,info,
pl-pl,pl,notebooklm pobierz,,nlm-download,10,10,0,,trans,
pl-pl,pl,notebooklm za darmo,,nlm-price,10,10,0.41,,trans,
pl-pl,pl,private chatgpt,en,private,10,10,0,,nav,
se-sv,sv,notebooklm,en,nlm-head,49500,27100,3.21,24,trans,
se-sv,sv,ollama,en,tools,6600,6600,6.04,37,info,
se-sv,sv,lm studio,en,tools,2900,2900,6.4,12,nav,
se-sv,sv,open webui,en,tools,880,880,1.94,23,nav,
se-sv,sv,anythingllm,en,tools,480,480,2.84,28,info,
se-sv,sv,librechat,en,tools,390,390,3.9,16,nav,
se-sv,sv,ai podcast generator,en,podcast,320,70,2,30,comm,
se-sv,sv,local llm,en,local,260,260,4.3,26,nav,
se-sv,sv,msty,en,tools,210,110,0,17,info,
se-sv,sv,gpt4all,en,tools,170,90,17.13,23,info,
se-sv,sv,jan ai,en,tools,170,170,0.81,13,info,
se-sv,sv,local ai,en,local,170,170,4.28,51,nav,
se-sv,sv,open source ai,en,open-source,170,170,4.73,47,info,
se-sv,sv,notebooklm app,en,nlm-download,140,90,1.19,22,trans,
se-sv,sv,obsidian ai,en,pkm,140,140,0,17,info,
se-sv,sv,ai for pdf,en,rag-docs,90,30,1.3,49,info,
se-sv,sv,best local llm,en,local,90,90,0,9,info,
se-sv,sv,local ai models,en,local,90,90,2.3,,comm,
se-sv,sv,notebooklm podcast,en,podcast,90,70,0,11,nav,
se-sv,sv,notebooklm svenska,,nlm-lang,90,30,0,0,nav,
se-sv,sv,open source llm,en,open-source,90,70,0,27,info,
se-sv,sv,ai för jurister,,legal,50,50,3.84,,comm,
se-sv,sv,private ai,en,private,50,50,2.62,,info,
se-sv,sv,run llm locally,en,local,50,30,3.2,17,info,
se-sv,sv,ai offline,,offline,40,30,0,,info,
se-sv,sv,chat with pdf,en,rag-docs,40,10,0,58,info,
se-sv,sv,lokal ai,,local,40,40,0,,info,
se-sv,sv,notebooklm download,en,nlm-download,40,30,1.31,,trans,
se-sv,sv,notebooklm pro,en,nlm-price,40,10,0,,comm,
se-sv,sv,offline ai,en,offline,40,30,0,,info,ai offline
se-sv,sv,notebooklm mcp,en,nlm-other,30,30,0,,nav,
se-sv,sv,privategpt,en,tools,30,10,0,14,info,
se-sv,sv,ai for lawyers,en,legal,20,20,13.97,,comm,
se-sv,sv,lokal llm,,local,20,20,0,,nav,
se-sv,sv,notebooklm plus,en,nlm-price,20,10,0,44,trans,
se-sv,sv,private llm,en,private,20,10,7.68,,info,
se-sv,sv,second brain ai,en,pkm,20,20,0,0,info,
se-sv,sv,ai document analysis,en,rag-docs,10,0,0,,info,
se-sv,sv,ai research assistant,en,research,10,10,0,,info,
se-sv,sv,local rag,en,rag-docs,10,10,0,,info,
se-sv,sv,notebooklm gratis,,nlm-price,10,10,0,,trans,
se-sv,sv,notebooklm mind map,en,nlm-other,10,10,3.02,,info,
se-sv,sv,notebooklm pris,,nlm-price,10,10,0,,comm,
se-sv,sv,notebooklm privacy,en,nlm-privacy,10,10,0,,nav,
se-sv,sv,self-hosted chatgpt,en,self-hosted,10,0,0,,comm,
sg-en,en,notebooklm,en,nlm-head,90500,90500,3.05,46,trans,
sg-en,en,lm studio,en,tools,4400,4400,3.58,16,nav,
sg-en,en,open webui,en,tools,1300,1300,2.36,39,nav,
sg-en,en,anythingllm,en,tools,1000,1000,3.15,17,info,
sg-en,en,msty,en,tools,880,390,0,4,info,
sg-en,en,obsidian ai,en,pkm,320,320,1.93,13,info,
sg-en,en,notebooklm app,en,nlm-download,260,210,1.76,30,trans,
sg-en,en,sovereign ai,en,sovereign,260,260,3.91,10,info,
sg-en,en,gpt4all,en,tools,210,110,12.75,17,info,
sg-en,en,is notebooklm free,en,nlm-price,210,210,0,41,info,
sg-en,en,jan ai,en,tools,210,210,1.03,13,info,
sg-en,en,open notebook,en,tools,210,210,0,21,info,
sg-en,en,notebooklm pricing,en,nlm-price,170,110,3.55,6,comm,
sg-en,en,open source ai,en,open-source,170,170,4.16,35,info,
sg-en,en,notebooklm api,en,nlm-other,140,70,3.91,16,info,
sg-en,en,open source llm,en,open-source,140,140,8.43,31,info,
sg-en,en,notebooklm download,en,nlm-download,110,110,4.33,31,trans,
sg-en,en,ai podcast generator,en,podcast,90,50,2.08,27,comm,
sg-en,en,ai for pdf,en,rag-docs,70,50,2.33,42,info,
sg-en,en,ai for lawyers,en,legal,50,50,7.38,12,comm,
sg-en,en,ai research assistant,en,research,50,50,4.5,,info,
sg-en,en,notebooklm for windows,en,nlm-download,50,30,0.02,,trans,
sg-en,en,notebooklm plus,en,nlm-price,50,20,2.79,29,trans,
sg-en,en,ai knowledge base,en,rag-docs,40,40,24.48,,info,
sg-en,en,notebooklm for mac,en,nlm-download,40,30,0,,trans,
sg-en,en,second brain ai,en,pkm,40,40,1.47,,info,
sg-en,en,chat with pdf,en,rag-docs,30,10,0,23,info,
sg-en,en,notebooklm desktop app,en,nlm-download,30,20,0,,nav,
sg-en,en,notebooklm podcast,en,podcast,30,20,3.35,33,nav,
sg-en,en,onyx ai,en,tools,30,30,0,,info,
sg-en,en,run llm locally,en,local,30,30,15.57,,info,
sg-en,en,ai document analysis,en,rag-docs,10,0,0,,info,
sg-en,en,ai for legal documents,en,legal,10,10,0,,comm,
sg-en,en,ai without internet,en,offline,10,10,0,,info,
sg-en,en,air-gapped ai,en,air-gap,10,10,0,,info,
sg-en,en,is notebooklm safe,en,nlm-privacy,10,10,0,,info,
sg-en,en,notebooklm for business,en,nlm-switch,10,0,0,,trans,
tw-zh,zh-TW,notebooklm,en,nlm-head,673000,450000,0.77,17,trans,
tw-zh,zh-TW,ollama,en,tools,33100,33100,2.36,22,info,
tw-zh,zh-TW,notebooklm 教學,,nlm-other,9900,6600,1.62,0,nav,
tw-zh,zh-TW,lm studio,en,tools,8100,8100,1.66,13,nav,
tw-zh,zh-TW,msty,en,tools,4400,1900,0,0,info,
tw-zh,zh-TW,open webui,en,tools,2900,2900,2.11,29,nav,
tw-zh,zh-TW,notebooklm 下載,,nlm-download,2400,1900,1.94,11,trans,
tw-zh,zh-TW,notebooklm 中文,,nlm-lang,1600,880,0.61,0,nav,
tw-zh,zh-TW,notebooklm app,en,nlm-download,880,480,1.23,34,trans,
tw-zh,zh-TW,librechat,en,tools,720,720,2.26,1,nav,
tw-zh,zh-TW,notebooklm api,en,nlm-other,590,390,1.7,8,info,
tw-zh,zh-TW,notebooklm pro,en,nlm-price,390,170,2.5,30,comm,
tw-zh,zh-TW,open notebook,en,tools,390,260,0,14,info,
tw-zh,zh-TW,gpt4all,en,tools,320,140,1.55,17,info,
tw-zh,zh-TW,ai 資安,,compliance,260,260,2.07,0,comm,
tw-zh,zh-TW,notebooklm enterprise,en,nlm-switch,260,170,1.47,0,nav,
tw-zh,zh-TW,notebooklm 免費,,nlm-price,260,170,2.11,13,info,
tw-zh,zh-TW,notebooklm plus,en,nlm-price,210,90,1.43,31,trans,
tw-zh,zh-TW,notebooklm podcast,en,podcast,210,90,1.27,0,nav,
tw-zh,zh-TW,open source llm,en,open-source,140,140,0,29,info,
tw-zh,zh-TW,open source ai,en,open-source,90,70,5.64,46,info,
tw-zh,zh-TW,onyx ai,en,tools,50,50,10.84,,trans,
tw-zh,zh-TW,ai podcast generator,en,podcast,40,20,1.51,,comm,
tw-zh,zh-TW,chat with pdf,en,rag-docs,40,20,0.55,44,info,
tw-zh,zh-TW,ai knowledge base,en,rag-docs,30,30,2.25,,info,
tw-zh,zh-TW,notebooklm mac app,en,nlm-download,30,30,0,,nav,
tw-zh,zh-TW,on premise ai,en,on-prem,30,30,0,,comm,
tw-zh,zh-TW,ai for lawyers,en,legal,10,10,0,,comm,
tw-zh,zh-TW,khoj ai,en,tools,10,10,0,,info,
tw-zh,zh-TW,notebooklm source limit,en,nlm-price,10,10,0,,info,
us-en,en,notebooklm,en,nlm-head,823000,673000,1.67,64,trans,
us-en,en,ollama,en,tools,135000,135000,8.1,42,info,
us-en,en,msty,en,tools,110000,49500,6.43,10,info,
us-en,en,lm studio,en,tools,60500,60500,10.21,18,nav,
us-en,en,open webui,en,tools,14800,14800,8.39,26,nav,
us-en,en,local llm,en,local,9900,8100,11.41,24,nav,
us-en,en,anythingllm,en,tools,8100,8100,11.66,19,info,
us-en,en,librechat,en,tools,8100,8100,8.86,8,nav,
us-en,en,private ai,en,private,8100,5400,4.08,14,info,
us-en,en,sovereign ai,en,sovereign,8100,3600,18.36,15,info,
us-en,en,open source ai,en,open-source,6600,6600,8.92,33,info,
us-en,en,ai podcast generator,en,podcast,5400,2400,6.42,13,comm,
us-en,en,private ai chatbot,en,private,5400,5400,4.31,12,comm,
us-en,en,hipaa compliant ai,en,compliance,4400,4400,46.33,34,nav,
us-en,en,jan ai,en,tools,4400,4400,5.33,13,info,
us-en,en,local ai,en,local,4400,4400,7.35,62,nav,
us-en,en,obsidian ai,en,pkm,4400,4400,24.47,16,info,
us-en,en,open notebook,en,tools,4400,3600,7.49,45,info,
us-en,en,gdpr compliant ai,en,compliance,3600,3600,0,0,info,
us-en,en,gpt4all,en,tools,3600,1900,8.83,21,info,
us-en,en,secure ai,en,compliance,3600,3600,27.04,19,comm,
us-en,en,is notebooklm free,en,nlm-price,2900,2400,6.73,36,info,
us-en,en,notebooklm app,en,nlm-download,2900,2400,3.3,62,trans,
us-en,en,open source llm,en,open-source,2900,2900,10.7,29,info,
us-en,en,private llm,en,private,2900,2900,5.92,21,info,
us-en,en,self hosted ai,en,self-hosted,2900,2900,13.88,10,comm,
us-en,en,ai for lawyers,en,legal,2400,2400,55.59,30,comm,
us-en,en,on premise ai,en,on-prem,2400,2400,15.03,0,comm,
us-en,en,self hosted llm,en,self-hosted,2400,2400,12.77,5,info,
us-en,en,ai research assistant,en,research,1900,1600,9.72,58,info,
us-en,en,air gap ai,en,air-gap,1900,1900,21.78,9,info,
us-en,en,air-gapped ai,en,air-gap,1900,1900,21.78,9,info,air gap ai
us-en,en,private chatgpt,en,private,1900,1900,2.83,13,nav,
us-en,en,best local llm,en,local,1600,1600,20.65,8,info,
us-en,en,local ai models,en,local,1600,1600,11.73,18,comm,
us-en,en,offline ai,en,offline,1600,1600,6.57,7,info,
us-en,en,onyx ai,en,tools,1600,1600,6.43,44,trans,
us-en,en,ai document analysis,en,rag-docs,1300,70,11.5,21,info,
us-en,en,notebooklm pricing,en,nlm-price,1300,1000,5.29,2,comm,
us-en,en,self-hosted llm,en,self-hosted,1300,1300,4.27,2,info,self hosted llm
us-en,en,notebooklm api,en,nlm-other,1000,590,10.36,22,info,
us-en,en,ai for pdf,en,rag-docs,880,720,5.66,55,info,
us-en,en,ai knowledge base,en,rag-docs,880,880,67.89,28,info,
us-en,en,notebooklm pro,en,nlm-price,880,320,5.4,40,comm,
us-en,en,privategpt,en,tools,880,720,9.6,13,info,
us-en,en,notebooklm download,en,nlm-download,720,720,3.32,50,trans,
us-en,en,notebooklm mcp,en,nlm-other,720,720,16.97,1,nav,
us-en,en,notebooklm podcast,en,podcast,720,480,4.77,25,nav,
us-en,en,on prem llm,en,on-prem,720,720,0,1,nav,
us-en,en,run llm locally,en,local,720,590,10.59,9,info,
us-en,en,notebooklm alternative,en,nlm-alternative,590,480,13.16,0,info,
us-en,en,notebooklm alternatives,en,nlm-alternative,590,480,13.16,0,info,notebooklm alternative
us-en,en,notebooklm for students,en,nlm-switch,590,390,6.59,21,trans,
us-en,en,notebooklm plus,en,nlm-price,590,260,3.13,34,trans,
us-en,en,second brain ai,en,pkm,590,590,9.18,17,info,
us-en,en,notes to podcast,en,podcast,480,140,8.66,16,info,
us-en,en,chat with pdf,en,rag-docs,390,140,3.9,31,info,
us-en,en,pdf to podcast,en,podcast,390,140,5.02,7,info,
us-en,en,private gpt,en,tools,390,320,6.3,16,info,
us-en,en,notebooklm desktop app,en,nlm-download,320,260,5.66,36,nav,
us-en,en,notebooklm enterprise,en,nlm-switch,320,210,7.15,10,nav,
us-en,en,notebooklm limits,en,nlm-price,320,170,0,15,info,
us-en,en,notebooklm mind map,en,nlm-other,320,260,4.74,0,info,
us-en,en,notebooklm vs chatgpt,en,nlm-alternative,320,170,0,0,info,
us-en,en,notebooklm for mac,en,nlm-download,260,260,6.07,67,trans,
us-en,en,download notebooklm,en,nlm-download,210,210,3.31,38,trans,
us-en,en,notebooklm for windows,en,nlm-download,210,210,10.03,42,trans,
us-en,en,notebooklm source limit,en,nlm-price,210,140,0,16,info,
us-en,en,offline chatgpt,en,offline,210,140,3.92,0,info,
us-en,en,local rag,en,rag-docs,170,170,0,4,info,
us-en,en,notebooklm vs obsidian,en,nlm-alternative,170,140,0,0,info,
us-en,en,ai for legal documents,en,legal,140,110,82.76,10,comm,
us-en,en,is notebooklm private,en,nlm-privacy,140,70,0,5,info,
us-en,en,notebooklm audio overview,en,podcast,140,140,3.36,5,nav,
us-en,en,notebooklm competitors,en,nlm-alternative,140,70,3.44,0,nav,
us-en,en,notebooklm mac app,en,nlm-download,140,140,11.69,67,nav,
us-en,en,notebooklm privacy,en,nlm-privacy,140,50,0,6,nav,
us-en,en,open source notebooklm,en,nlm-switch,140,90,0,17,nav,
us-en,en,khoj ai,en,tools,110,90,0,16,info,
us-en,en,local chatgpt,en,local,110,70,0,0,info,
us-en,en,local notebooklm,en,nlm-switch,110,90,0,19,nav,
us-en,en,run llama locally,en,local,110,70,0,21,nav,
us-en,en,notebooklm open source alternative,en,nlm-switch,70,40,0,4,nav,
us-en,en,notebooklm vs perplexity,en,nlm-alternative,70,50,0,0,info,
us-en,en,notebooklm windows app,en,nlm-download,70,50,8.41,37,nav,
us-en,en,self hosted chatgpt,en,self-hosted,70,30,0,0,comm,
us-en,en,self-hosted chatgpt,en,self-hosted,70,40,17.15,0,comm,self hosted chatgpt
us-en,en,apps like notebooklm,en,nlm-alternative,50,40,6.79,0,info,
us-en,en,notebooklm for research,en,nlm-switch,50,40,7.63,24,info,
us-en,en,notebooklm data privacy,en,nlm-privacy,40,10,0,12,nav,
us-en,en,notebooklm for business,en,nlm-switch,40,40,0,39,trans,
us-en,en,notebooklm offline,en,nlm-switch,40,30,0,5,nav,
us-en,en,soc 2 ai,en,compliance,40,40,488.01,5,info,
us-en,en,ai without internet,en,offline,30,20,3.64,0,info,
us-en,en,is notebooklm safe,en,nlm-privacy,30,30,0,0,info,
us-en,en,open source chatgpt alternative,en,open-source,30,20,1.61,20,comm,
us-en,en,ai that works offline,en,offline,20,20,10,,info,
us-en,en,notebooklm for lawyers,en,nlm-switch,20,10,0,,comm,
us-en,en,tools like notebooklm,en,nlm-alternative,20,10,5.81,0,comm,
us-en,en,chat with documents locally,en,rag-docs,10,0,0,,nav,
us-en,en,chat with your documents,en,rag-docs,10,10,0,31,nav,
us-en,en,local document ai,en,rag-docs,10,10,0,,nav,
us-en,en,notebooklm alternative free,en,nlm-alternative,10,10,0,0,comm,
us-en,en,personal knowledge base ai,en,rag-docs,10,10,0,,info,
za-en,en,notebooklm,en,nlm-head,74000,74000,2.29,50,trans,
za-en,en,ollama,en,tools,5400,5400,0.67,33,info,
za-en,en,lm studio,en,tools,1900,1900,1.78,19,nav,
za-en,en,notebooklm app,en,nlm-download,320,320,2.95,40,trans,
za-en,en,ai podcast generator,en,podcast,260,170,1.38,30,comm,
za-en,en,open source ai,en,open-source,260,260,2.04,29,info,
za-en,en,notebooklm download,en,nlm-download,210,210,0.9,57,trans,
za-en,en,obsidian ai,en,pkm,170,170,0.61,,info,
za-en,en,gpt4all,en,tools,140,70,1.1,16,info,
za-en,en,is notebooklm free,en,nlm-price,140,140,0,40,info,
za-en,en,chat with pdf,en,rag-docs,90,30,0.08,22,info,
za-en,en,local llm,en,local,90,90,2.71,,nav,
za-en,en,ai research assistant,en,research,70,70,3.84,,info,
za-en,en,notebooklm for windows,en,nlm-download,70,70,0.87,,trans,
za-en,en,notebooklm podcast,en,podcast,70,30,0.16,21,nav,
za-en,en,offline ai,en,offline,70,70,0.01,,info,
za-en,en,ai for lawyers,en,legal,50,50,2.59,16,comm,
za-en,en,open source llm,en,open-source,50,50,0,,info,
za-en,en,download notebooklm,en,nlm-download,40,40,0.32,57,trans,
za-en,en,notebooklm alternatives,en,nlm-alternative,40,40,1.05,,info,
za-en,en,notebooklm api,en,nlm-other,40,30,0,,info,
za-en,en,notebooklm desktop app,en,nlm-download,30,30,0.22,,nav,
za-en,en,ai knowledge base,en,rag-docs,20,20,3.25,,info,
za-en,en,notebooklm for students,en,nlm-switch,20,20,0.32,,trans,
za-en,en,run llm locally,en,local,20,20,0,,info,
za-en,en,ai for legal documents,en,legal,10,10,0,,comm,
za-en,en,ai without internet,en,offline,10,10,0,,info,
za-en,en,notebooklm audio overview,en,podcast,10,10,4.91,,nav,
za-en,en,notebooklm for mac,en,nlm-download,10,10,0,,trans,
za-en,en,notebooklm plus,en,nlm-price,10,10,1.92,,trans,
za-en,en,offline chatgpt,en,offline,10,10,0.03,,info,
za-en,en,run llama locally,en,local,10,10,0,,nav,
za-en,en,second brain ai,en,pkm,10,10,0,,info,
